genres,spoken_languages,title,vote_average
"['Documentary', 'History']",['English'],Thomas Jefferson,0.0
['Drama'],['English'],Mooz-lum,4.5
"['Music', 'Documentary']",['English'],The Union,10.0
['Comedy'],['Français'],The Miser,6.5
"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']","['English', 'Polski']",Scorcher,3.6
['Drama'],['English'],The Firm,6.2
['Animation'],"['English', 'No Language']",Red's Dream,6.3
"['Comedy', 'Horror']",['English'],Spirit Camp,5.1
"['TV Movie', 'Crime', 'Mystery', 'Thriller']",['English'],The Perfect Roommate,3.7
"['Mystery', 'Thriller']",['English'],The Fatal Hour,6.5
"['Animation', 'Family']","['English', 'No Language']",Geri's Game,7.8
"['Comedy', 'Drama', 'Romance']",['English'],My Last Day Without You,5.7
[],[],Red Rover,4.7
"['Drama', 'Comedy', 'Crime']",['English'],Madea's Witness Protection,5.8
"['Thriller', 'Action', 'Crime']",['English'],The Black Windmill,6.4
"['Action', 'Comedy', 'Thriller']",['English'],A Good Night to Die,2.5
"['Comedy', 'Horror', 'Thriller']",['English'],Some Guy Who Kills People,5.7
['Drama'],"['Türkçe', 'English']",Five Minarets in New York,6.5
"['Comedy', 'Foreign']",['हिन्दी'],No Problem,3.7
"['Action', 'Adventure', 'Drama', 'Foreign']","['广州话 / 廣州話', '日本語']",Prisoner 701: Sasori,5.0
"['Adventure', 'TV Movie']","['English', 'Français', 'Deutsch']",Treasure Island,5.8
['Comedy'],['English'],The Watch,5.3
['Comedy'],['Français'],Vampires,6.0
"['Comedy', 'Drama']",['English'],"Drive, He Said",6.8
[],[],The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,6.0
[],[],The Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure,0.0
"['Drama', 'Comedy']","['English', '日本語']",Someday This Pain Will Be Useful to You,5.6
['Comedy'],"['English', 'Français', 'Italiano']",2 Days in New York,5.4
"['Drama', 'Thriller', 'Mystery', 'Music', 'Foreign']","['Deutsch', 'English']",Radio On,5.0
"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",['English'],2010: Moby Dick,2.8
[],['한국어/조선말'],Physical Promise,5.0
"['Drama', 'Comedy']",[],Terminal USA,7.5
"['Romance', 'Drama']",['Português'],From Beginning to End,6.6
"['TV Movie', 'Animation', 'Family']",['English'],The Cat in the Hat,6.1
['Documentary'],[],"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",5.5
"['Crime', 'Drama', 'Thriller']",['English'],Killer Joe,6.4
[],['English'],Jew Süss,2.0
['Documentary'],['English'],The Gospel of Judas,7.0
"['Action', 'Animation']",['日本語'],Dragon Ball Z: Broly - Second Coming,6.5
"['Fantasy', 'Animation', 'Science Fiction']","['日本語', 'Español']",King of Thorn,6.2
['Comedy'],['English'],Bob Funk,5.0
"['Action', 'Animation']",['日本語'],Dragon Ball Z: Bio-Broly,5.9
"['Action', 'Animation']",['日本語'],Dragon Ball Z: Fusion Reborn,7.3
['Drama'],['suomi'],In the Grip of Passion,0.0
['Documentary'],"['English', 'Lietuvi\x9akai']","Lost, Lost, Lost",8.5
"['Action', 'Horror', 'Thriller']",['English'],Anaconda 3: Offspring,4.0
['Drama'],['English'],Wild Bill,6.7
['Comedy'],[],Pete Smalls Is Dead,4.7
['Drama'],"['English', 'Français']",Being Flynn,5.8
"['Adventure', 'War']",['English'],The Drum,6.3
"['Family', 'Adventure', 'Drama']",['English'],Elephant Boy,8.0
['Drama'],['English'],The Forger,6.0
"['Drama', 'Family']",['English'],A Child's Christmas in Wales,8.8
"['Drama', 'Fantasy']",['English'],A Christmas Carol,6.3
"['Comedy', 'Science Fiction', 'Romance']",['English'],Goodbye Charlie,5.6
"['Drama', 'Thriller', 'Foreign', 'Romance']","['Deutsch', 'Español']",Rage,5.9
['Animation'],['No Language'],Knick Knack,7.1
"['Animation', 'Family']",['English'],For the Birds,7.5
"['Comedy', 'Romance', 'Fantasy', 'Drama']","['English', 'Français']",Ruby Sparks,7.0
"['Action', 'Science Fiction', 'Adventure', 'Thriller']",['English'],Total Recall,5.8
"['Comedy', 'Documentary', 'Foreign']",['English'],Le Donk & Scor-zay-zee,5.9
"['Thriller', 'Horror']",['English'],388 Arletta Avenue,4.9
"['Drama', 'Thriller']",['English'],The Craigslist Killer,4.6
"['Thriller', 'Horror']","['Norsk', 'Polski', 'svenska']",Babycall,5.4
"['Action', 'Science Fiction', 'Adventure']",['English'],The Fantastic Four,5.2
"['Drama', 'History', 'Romance']",[],Bertie and Elizabeth,4.8
"['Horror', 'Foreign', 'Drama', 'Science Fiction']",['日本語'],Infection,6.4
"['Drama', 'Comedy']",['English'],The Angels' Share,7.0
['Documentary'],[],Carbon Nation,7.0
"['Action', 'Adventure', 'Thriller']",['English'],A Dangerous Man,5.1
['Comedy'],['Italiano'],The Immature,6.0
"['Adventure', 'Documentary']",[],Morning of the Earth,6.5
"['Fantasy', 'Animation', 'Action', 'Science Fiction']",['日本語'],Dragon Ball Z: Wrath of the Dragon,6.9
"['Action', 'Animation']",['日本語'],Dragon Ball Z: Bardock - The Father of Goku,6.7
"['Comedy', 'Drama', 'Romance']",['English'],Marriage Retreat,5.5
"['Horror', 'Thriller']","['English', 'Deutsch']",Vampire Journals,4.7
['Comedy'],['Français'],Dikkenek,6.8
['Comedy'],"['English', 'Français']",La Classe Américaine,7.7
"['Documentary', 'Drama']",['English'],A Necessary Death,4.3
"['Romance', 'Drama']",['English'],Oranges,9.6
"['Action', 'Drama', 'Thriller']","['Pусский', 'English']",Icarus,5.4
"['Adventure', 'Fantasy', 'Drama', 'Action']",['English'],In the Name of the King 2: Two Worlds,4.1
"['Fantasy', 'Thriller', 'Science Fiction', 'Mystery']","['Deutsch', 'Français']",The Door,6.1
"['Action', 'Animation', 'Adventure']",['日本語'],Dragon Ball Z: The History of Trunks,7.0
"['Animation', 'Family', 'Fantasy']","['Català', '日本語']",Dragon Ball GT: A Hero's Legacy,6.2
"['Drama', 'Romance']",['No Language'],The Kiss,5.0
"['Drama', 'Romance']",['Español'],Sidewalls,7.3
"['Action', 'Crime', 'Mystery']",['English'],Dick Tracy vs. Cueball,5.1
"['Action', 'Thriller']",['English'],Stash House,5.0
"['Action', 'Thriller']",['English'],One in the Chamber,4.6
"['Horror', 'Science Fiction']",['English'],Decoys 2: Alien Seduction,5.4
['Horror'],['English'],Ax 'Em,1.3
"['Mystery', 'Thriller']","['Français', 'Español']",Hierro,6.1
['Animation'],['English'],The Tortoise and the Hare,6.8
"['Comedy', 'Science Fiction']",[],Steak,5.1
['Documentary'],['English'],The Legend of Bigfoot,3.3
"['Music', 'Documentary']",['English'],Neil Young Journeys,7.5
"['Adventure', 'Horror', 'Science Fiction']",['English'],The Capture of Bigfoot,5.0
"['Drama', 'Action', 'Thriller', 'Crime']",['English'],Dragon Eyes,3.9
"['Comedy', 'Romance']",['English'],"Love, Wedding, Marriage",5.1
"['Family', 'Animation']",['English'],The Little Mermaid: Ariel's Beginning,6.3
"['Documentary', 'Comedy']",['English'],Bag It,3.6
"['Action', 'Adventure', 'Thriller']",['English'],Skyfall,6.9
"['Mystery', 'Drama', 'Adventure', 'Crime']",['ελληνικά'],The Thrushes Are Still Singing,7.5
['Drama'],['Italiano'],Hands Over the City,6.5
['Drama'],['English'],The Householder,0.0
['Comedy'],['Français'],Mais qui a tué Pamela Rose ?,6.6
['Comedy'],['Français'],Louise-Michel,6.5
"['Action', 'Family']",['English'],Forest Warrior,2.7
['Comedy'],['English'],The Campaign,5.6
"['Action', 'Thriller']",['English'],Brake,5.3
"['Drama', 'Comedy', 'Romance']",['English'],Hope Springs,5.8
"['Action', 'Adventure', 'Crime']",['日本語'],K-20: The Fiend with Twenty Faces,5.9
['Science Fiction'],['日本語'],Warning from Space,4.9
"['Action', 'Adventure']",['Deutsch'],Logan's War:  Bound by Honor,4.4
"['Thriller', 'Drama', 'Action']",['English'],The President's Man: A Line in the Sand,3.9
['Documentary'],['English'],The Queen of Versailles,7.1
['Drama'],['English'],33 Postcards,6.4
"['Action', 'Adventure', 'Thriller']",['English'],The Cutter,4.1
"['Drama', 'Romance']",['English'],Tender Comrade,0.0
['Drama'],['English'],Amish Grace,6.3
"['Action', 'Thriller', 'War', 'History']","['English', 'Français', 'Deutsch', 'Italiano']",Female Agents,6.8
"['Adventure', 'Science Fiction']",['English'],"Captain Video, Master of the Stratosphere",0.0
['Drama'],['suomi'],Run Sister Run!,6.3
"['Thriller', 'Drama']",['한국어/조선말'],Secret Reunion,6.1
"['Horror', 'Action', 'Adventure']",['English'],War of the Dead,3.7
['Documentary'],['English'],The One Percent,6.3
"['Thriller', 'Horror']",['English'],Primal,5.1
[],['English'],Dreams That Money Can Buy,7.2
['Drama'],['日本語'],Profound Desires of the Gods,7.8
"['Thriller', 'Crime', 'Horror']",['ελληνικά'],"See You in Hell, My Darling",7.0
['Drama'],['日本語'],The Rickshaw Man,6.8
['Drama'],['Polski'],Identification Marks: None,7.5
"['Crime', 'Drama', 'Thriller']",['日本語'],I Am Waiting,5.0
"['Horror', 'Comedy']","['English', 'Deutsch']",Chillerama,5.9
"['Action', 'Comedy', 'Drama']",['广州话 / 廣州話'],The Cub Tiger from Kwang Tung,4.9
"['Action', 'Drama', 'History']",['广州话 / 廣州話'],Not Scared to Die,4.7
"['Action', 'Foreign']",['日本語'],Karate Girl,5.0
['Documentary'],"['English', 'Français']",I Am Bruce Lee,7.7
['Fantasy'],"['Español', 'Nederlands', 'Français', 'English', 'Deutsch']",On Top of the Whale,6.8
"['Drama', 'Foreign']",['日本語'],Heroic Purgatory,8.6
"['Drama', 'Romance']",['Français'],Beloved,6.7
['Documentary'],[],Wagner's Dream,5.0
['Drama'],['English'],Little Birds,6.0
"['Romance', 'Action', 'Comedy', 'Drama']",['日本語'],I Hate But Love,7.3
"['Drama', 'Foreign']",['اردو'],In Custody,0.0
"['Action', 'Crime', 'Foreign']",['普通话'],The Heroine,4.4
"['Family', 'Animation', 'Adventure', 'Comedy']",['English'],ParaNorman,6.7
"['Comedy', 'Family']",['English'],Diary of a Wimpy Kid: Dog Days,6.0
"['Documentary', 'Foreign']","['Český', 'English']",How Bruce Lee Changed the World,7.8
['Horror'],[''],The Rites of May,9.5
['Drama'],['Deutsch'],The Great Sacrifice,6.0
['Drama'],[],Immensee,7.0
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",['English'],Bells of Innocence,1.3
['Comedy'],['English'],The PHD movie,6.4
"['Drama', 'Action', 'History', 'Thriller']",['한국어/조선말'],War of the Arrows,6.7
['Drama'],['日本語'],Hara-Kiri: Death of a Samurai,7.2
['Comedy'],['English'],Goats,5.4
"['Comedy', 'Drama', 'Romance']",['English'],Celeste & Jesse Forever,6.4
[],[],Aliisa,0.0
['Drama'],"['العربية', 'Français']",Our Children,6.8
"['Action', 'Comedy', 'Romance']","['English', 'Français', 'Polski']",Hit & Run,5.5
['Drama'],['English'],Garden Party,4.9
['Drama'],['English'],Broken,6.5
"['Drama', 'Comedy']",['English'],The Family Tree,4.9
['Drama'],['Français'],"Je, Tu, Il, Elle",6.6
"['Family', 'Animation', 'Romance', 'Fantasy']",['English'],Cinderella II: Dreams Come True,5.5
['Drama'],['English'],Dark Horse,5.3
"['Horror', 'Music']",['English'],Black Roses,5.5
"['Documentary', 'TV Movie']",['English'],6 Days to Air: The Making of South Park,7.0
['Drama'],['日本語'],Funeral Parade of Roses,7.1
"['Science Fiction', 'Fantasy', 'Drama']",['한국어/조선말'],Doomsday Book,5.9
"['Crime', 'Action', 'Thriller']","['普通话', 'English']",Premium Rush,6.2
"['Drama', 'Romance']",['Pусский'],Letter Never Sent,7.5
"['Comedy', 'Drama', 'Romance']",['English'],Lonesome,7.9
"['Comedy', 'Horror']",['English'],Evil Toons,4.1
['Drama'],['Deutsch'],From the Life of the Marionettes,7.0
"['Fantasy', 'Drama', 'Comedy', 'Family']","['English', 'Español']",The Odd Life of Timothy Green,6.6
"['Crime', 'Drama']",['English'],Lawless,6.8
"['Comedy', 'Thriller', 'Mystery', 'Foreign']",['Magyar'],Chameleon,7.3
"['Horror', 'Thriller', 'Comedy']",['English'],Piranha 3DD,4.1
['Drama'],[''],Man Is Not a Bird,6.5
"['Horror', 'Thriller']",['English'],ATM,5.1
"['Drama', 'Family']",['English'],The Wave,7.2
['Comedy'],['English'],Sleepwalk with Me,6.6
['Comedy'],['English'],Dara O Briain Talks Funny: Live in London,7.6
"['Crime', 'TV Movie', 'Drama']",['English'],Prime Suspect 3,7.1
"['Crime', 'Drama', 'TV Movie']",['English'],Prime Suspect: Inner Circles,5.2
[],['Español'],Nocturne 29,5.0
['Documentary'],[],American Mullet,6.0
"['Drama', 'Crime', 'TV Movie', 'Mystery']",[],Prime Suspect: The Final Act,8.0
"['Documentary', 'Music']",['English'],Searching for Sugar Man,7.9
"['Horror', 'Thriller']",['English'],The Possession,5.8
"['Thriller', 'Action', 'Crime']","['English', 'Français', 'Español']",6 Bullets,5.5
"['TV Movie', 'Adventure']","['English', 'Polski']",The Dinosaur Project,4.7
"['Comedy', 'Drama']",['Français'],Little White Lies,7.1
"['Horror', 'Thriller']",['English'],The Apparition,4.5
"['Drama', 'Documentary', 'Foreign']",['English'],Dreams of a Life,7.0
[],['suomi'],Life for Sale,7.2
['Documentary'],['English'],To Mars by A-Bomb: The Secret History of Project Orion,0.0
"['Crime', 'Drama', 'Thriller', 'TV Movie']",[],Prime Suspect 6: The Last Witness,7.2
"['Drama', 'Crime', 'TV Movie']",['English'],Prime Suspect: The Lost Child,5.2
['Drama'],['ελληνικά'],The Zero Years,9.3
[],[],Bigfoot Lives,0.0
"['Comedy', 'Romance']","['English', 'Magyar']",Conception,4.4
['Documentary'],['English'],Do We Really Need the Moon?,7.0
"['Romance', 'Comedy']","['English', 'Français']",French Film,6.1
"['Horror', 'Thriller']","['English', 'Español']",The Backwoods,5.4
"['Action', 'Western']","['English', 'Deutsch', 'svenska']",The Great Northfield Minnesota Raid,6.0
"['Drama', 'Comedy', 'Music', 'Romance', 'Foreign']",[],The Mikado,0.0
"['Drama', 'Comedy', 'Foreign']","['Deutsch', 'English', 'Français']",The Model Couple,4.1
['Documentary'],['English'],Paradise Lost 3: Purgatory,7.6
"['Comedy', 'Romance']",['English'],Bachelorette,5.3
"['Drama', 'Thriller']","['English', 'Français']",The Words,6.4
"['Romance', 'Drama', 'Comedy']","['Dansk', 'English', 'ภาษาไทย']",Teddy Bear,6.8
"['Comedy', 'Drama']",['English'],Soldier In The Rain,5.7
['Drama'],['Italiano'],The Moment of Truth,6.0
"['Drama', 'Comedy', 'Foreign']","['English', 'Français']",Mr. Freedom,4.6
[],[],La dama boba,5.0
"['Comedy', 'Music', 'Romance']",['English'],Pitch Perfect,7.3
"['Action', 'Thriller']","['English', 'Español']",The Cold Light of Day,4.8
"['Drama', 'Comedy', 'Romance']",['English'],Hello I Must Be Going,5.7
['Drama'],['日本語'],Flowing,7.3
['Science Fiction'],"['English', 'Français', 'Pусский']",Branded,4.6
"['TV Movie', 'Western']","['Français', 'English']",The Wild Wild West Revisited,5.4
"['TV Movie', 'Action', 'Drama', 'Thriller']",['English'],Icon,4.0
[],['Español'],The Sugar Curtain,5.0
"['Drama', 'Documentary']",['English'],Samsara,8.0
['Animation'],[],Runaway Brain,5.9
"['Action', 'Thriller', 'Science Fiction']",['English'],Looper,6.6
"['Drama', 'Thriller', 'Crime']","['English', 'Français', 'Deutsch']",Compliance,6.3
"['Drama', 'Foreign']",[''],Thy Womb,6.4
['Comedy'],['English'],That's My Boy,5.5
"['Adventure', 'Fantasy', 'Animation', 'Family']",['English'],Arthur and the Revenge of Maltazard,5.3
"['Action', 'Fantasy']",['English'],Deathstalker,4.3
"['Action', 'Adventure', 'Comedy', 'Fantasy']",['English'],Deathstalker II,4.0
"['Horror', 'Thriller']",['English'],Emergo,5.0
['Documentary'],['Deutsch'],Klitschko,6.2
"['Drama', 'Romance']","['English', 'Kinyarwanda']",Kinyarwanda,6.3
['Drama'],['Italiano'],Nobody's Children,8.0
"['Drama', 'Foreign']",['日本語'],Patriotism,7.1
['Documentary'],['No Language'],Les Hautes Solitudes,7.8
"['Horror', 'Documentary']",['English'],Vampir-Cuadecuc,5.0
"['Science Fiction', 'Comedy', 'Drama', 'Crime']",['English'],Robot & Frank,6.8
"['Documentary', 'Music']",['suomi'],The Punk Syndrome,7.6
"['Drama', 'Comedy']","['العربية', 'English', 'Pусский']",Where Do We Go Now?,7.0
['Documentary'],"['普通话', 'English']",Ai Weiwei: Never Sorry,7.1
"['Action', 'Horror', 'Thriller']",['English'],Stag Night,4.3
['Comedy'],['English'],Hollywood Sex Wars,3.8
"['History', 'TV Movie']",['Italiano'],The Age of the Medici,5.0
"['Comedy', 'Family']",['English'],Jesus Henry Christ,6.2
"['Action', 'Comedy']",['English'],Pirates of the Great Salt Lake,5.0
"['Action', 'Horror', 'Science Fiction']",['English'],Resident Evil: Retribution,5.6
"['Drama', 'Romance']",['English'],Trouble with the Curve,6.6
"['Crime', 'Drama', 'Romance']","['Español', 'English']","Walk Softly, Stranger",4.1
"['Drama', 'Romance']","['English', 'Deutsch', 'العربية', 'Français', 'Português', 'Pусский']",360,5.7
[],['Deutsch'],Close,7.0
['Western'],['No Language'],Straight Shooting,6.3
"['Drama', 'Romance']",['English'],Employees' Entrance,5.5
"['Comedy', 'History']","['English', 'Français', 'Italiano']",The Pearls of the Crown,5.3
"['Drama', 'Comedy']","['Français', 'Deutsch']",Suicide Club,5.3
"['Music', 'Documentary']",['English'],Under African Skies,6.4
['Comedy'],['English'],Lola Versus,4.8
['Drama'],['English'],The Master,7.0
"['TV Movie', 'Western']",[],More Wild Wild West,6.0
[],[],"John Huston: The Man, the Movies, the Maverick",6.0
"['Action', 'Science Fiction']",['English'],Dredd,6.6
['Drama'],['English'],We Live Again,0.0
"['Horror', 'Thriller']",['English'],247°F,5.2
"['Drama', 'Thriller']",['English'],Arbitrage,6.1
"['Drama', 'Comedy']",['English'],Blue Like Jazz,5.8
"['Comedy', 'Drama']",['Italiano'],Manual of Love 2,5.1
"['Drama', 'Comedy']",['Italiano'],The Friends at the Margherita Cafe,5.3
"['Comedy', 'Music', 'Romance']",['English'],Play Girl,6.5
['Documentary'],['English'],Detropia,6.8
"['Action', 'Thriller', 'Crime', 'Foreign']",['Pусский'],The Liquidator,5.3
['Music'],[],The Chemical Brothers: Don't Think,6.3
['Comedy'],['Český'],Pearls of the Deep,6.2
"['Thriller', 'Mystery', 'Foreign']",[],The Perfect Murder,7.0
"['Comedy', 'Science Fiction', 'Drama']",['Deutsch'],The Hamburg Syndrome,5.8
"['Adventure', 'Fantasy', 'Romance']",['English'],Kismet,4.6
['Horror'],['English'],ChromeSkull: Laid to Rest 2,4.8
"['Drama', 'Thriller']","['Français', 'Español']",Rain over Santiago,6.0
['Comedy'],[],Puckoon,0.0
"['Drama', 'Thriller']",['English'],Dolan's Cadillac,5.6
"['Thriller', 'Foreign']",['Español'],Nobody Knows Anybody,5.5
"['Comedy', 'Thriller']",['English'],Breathless,5.9
"['Action', 'Thriller', 'Foreign']",['English'],Blood Money,4.5
"['Crime', 'Drama', 'Thriller']","['English', 'Español']",End of Watch,7.2
